Person ID,Activity Type,Start Time,End Time,Duration (minutes),Date
201,Shopping,11:52,12:46,54,2023-03-17
383,Working,09:27,11:32,125,2023-04-15
75,Relaxing,21:12,21:59,47,2023-05-14
216,Shopping,12:04,13:21,77,2023-04-24
209,Cleaning,09:39,09:52,13,2023-02-13
406,Exercising,07:31,08:30,59,2023-01-30
359,Cooking,17:12,17:31,19,2023-02-25
25,Eating,13:46,14:30,44,2023-04-16
379,Socializing,19:53,21:22,89,2023-02-27
121,Relaxing,21:26,22:21,55,2023-01-08
390,Relaxing,19:19,20:11,52,2023-03-12
383,Working,08:43,10:42,119,2023-01-10
360,Cleaning,10:16,10:40,24,2023-02-23
459,Cleaning,10:22,11:26,64,2023-05-14
188,Socializing,18:08,21:02,174,2023-03-19
231,Walking,06:34,07:06,32,2023-03-08
227,Relaxing,19:13,19:36,23,2023-05-19
192,Exercising,06:30,07:52,82,2023-06-22
285,Sleeping,21:49,05:27,458,2023-04-01
13,Walking,07:34,07:49,15,2023-04-12
496,Socializing,17:10,18:37,87,2023-03-30
354,Sleeping,23:19,05:19,360,2023-04-24
246,Cooking,18:13,19:00,47,2023-04-14
22,Shopping,11:55,12:56,61,2023-03-16
476,Cooking,18:52,19:04,12,2023-02-05
420,Walking,07:09,07:45,36,2023-04-08
173,Working,09:32,12:08,156,2023-02-07
440,Working,09:45,13:06,201,2023-04-26
324,Cooking,17:13,17:33,20,2023-02-03
436,Sleeping,23:10,06:19,429,2023-04-22
490,Cleaning,09:22,10:23,61,2023-05-30
152,Relaxing,20:06,21:04,58,2023-04-16
440,Relaxing,22:18,22:33,15,2023-02-22
156,Walking,09:26,10:28,62,2023-04-20
460,Working,09:20,11:53,153,2023-04-30
186,Socializing,20:21,22:01,100,2023-04-06
213,Sleeping,22:09,05:22,433,2023-01-09
309,Walking,06:51,07:22,31,2023-06-03
500,Cleaning,09:16,09:46,30,2023-02-23
260,Relaxing,21:25,22:39,74,2023-03-17
168,Eating,11:43,12:03,20,2023-02-21
60,Sleeping,21:44,03:44,360,2023-05-01
253,Sleeping,22:13,04:49,396,2023-01-28
196,Walking,08:26,09:03,37,2023-04-27
474,Cleaning,11:08,11:56,48,2023-05-11
306,Socializing,18:54,19:14,20,2023-01-25
55,Cooking,17:42,18:18,36,2023-05-14
159,Cleaning,08:37,09:04,27,2023-06-10
15,Relaxing,19:26,20:24,58,2023-02-15
392,Exercising,07:02,07:39,37,2023-03-29
437,Exercising,06:48,07:11,23,2023-01-30
189,Shopping,12:16,12:46,30,2023-01-08
36,Cleaning,08:32,09:29,57,2023-01-16
274,Socializing,20:03,21:52,109,2023-03-06
221,Exercising,07:12,08:17,65,2023-06-01
360,Cooking,17:34,18:24,50,2023-05-15
278,Exercising,07:25,08:04,39,2023-04-26
374,Relaxing,19:52,20:45,53,2023-02-25
166,Working,07:52,09:53,121,2023-06-06
135,Sleeping,23:11,06:07,416,2023-04-23
30,Eating,13:33,14:02,29,2023-06-28
57,Relaxing,22:13,23:42,89,2023-04-12
109,Sleeping,21:33,03:58,385,2023-03-21
218,Relaxing,21:08,22:01,53,2023-03-17
55,Exercising,06:59,07:35,36,2023-02-21
27,Working,09:32,12:19,167,2023-03-25
7,Cleaning,09:36,09:56,20,2023-06-11
333,Eating,11:45,12:19,34,2023-02-04
161,Cleaning,10:19,11:23,64,2023-04-16
420,Sleeping,21:44,04:58,434,2023-06-22
428,Eating,11:33,11:59,26,2023-04-11
100,Eating,13:57,14:18,21,2023-06-17
206,Shopping,11:24,11:39,15,2023-02-27
324,Sleeping,22:27,06:00,453,2023-06-26
221,Relaxing,19:40,21:09,89,2023-03-14
36,Cooking,16:17,16:59,42,2023-06-20
75,Walking,09:10,10:01,51,2023-01-23
428,Cleaning,10:14,10:56,42,2023-01-21
444,Relaxing,20:22,21:16,54,2023-03-20
244,Socializing,17:38,18:36,58,2023-03-17
261,Shopping,11:10,11:50,40,2023-02-03
195,Eating,11:53,12:18,25,2023-05-04
111,Cooking,18:48,19:22,34,2023-05-31
325,Cleaning,10:29,11:04,35,2023-06-13
175,Cleaning,09:50,10:37,47,2023-01-19
422,Cleaning,09:55,10:27,32,2023-05-14
2,Exercising,07:27,07:55,28,2023-05-19
41,Socializing,18:08,18:28,20,2023-05-16
60,Cleaning,11:49,12:47,58,2023-03-04
28,Socializing,18:16,19:10,54,2023-03-27
467,Exercising,05:47,06:19,32,2023-01-02
170,Exercising,08:09,08:39,30,2023-04-30
242,Relaxing,20:10,21:08,58,2023-05-20
125,Eating,12:59,13:19,20,2023-05-31
16,Exercising,07:28,08:16,48,2023-05-08
459,Relaxing,19:39,20:38,59,2023-02-27
304,Socializing,18:45,19:28,43,2023-05-04
27,Cooking,19:19,19:45,26,2023-04-04
131,Socializing,17:47,18:35,48,2023-05-29
287,Shopping,10:06,10:53,47,2023-05-05
434,Eating,14:28,15:11,43,2023-06-26
375,Cleaning,08:36,09:31,55,2023-03-23
43,Relaxing,19:01,19:44,43,2023-02-21
25,Exercising,07:36,08:25,49,2023-06-13
140,Shopping,12:01,13:10,69,2023-04-11
463,Working,08:55,12:13,198,2023-06-20
327,Sleeping,22:27,05:42,435,2023-01-31
466,Relaxing,21:22,22:08,46,2023-02-21
491,Working,10:05,12:09,124,2023-03-22
321,Relaxing,20:34,21:06,32,2023-04-09
60,Walking,09:19,10:00,41,2023-05-02
463,Cleaning,09:59,10:46,47,2023-03-07
155,Cleaning,12:22,13:17,55,2023-02-24
289,Relaxing,19:19,19:58,39,2023-01-13
154,Cleaning,10:00,10:17,17,2023-01-23
93,Cleaning,09:21,09:59,38,2023-05-21
370,Exercising,08:21,08:47,26,2023-05-15
86,Working,09:42,11:03,81,2023-06-24
185,Cleaning,10:27,11:05,38,2023-05-16
299,Working,08:49,11:44,175,2023-01-30
289,Working,09:23,11:08,105,2023-01-15
410,Socializing,20:03,21:05,62,2023-02-09
377,Relaxing,21:26,22:04,38,2023-01-28
6,Relaxing,21:03,22:35,92,2023-02-01
401,Walking,08:52,09:54,62,2023-05-12
440,Relaxing,22:01,23:07,66,2023-06-03
3,Eating,12:07,12:34,27,2023-02-19
119,Working,06:30,08:06,96,2023-05-17
263,Shopping,08:33,09:44,71,2023-01-17
418,Sleeping,22:10,06:56,526,2023-05-28
51,Working,07:31,09:57,146,2023-01-01
39,Working,09:45,10:47,62,2023-02-05
136,Sleeping,23:25,08:25,540,2023-05-15
243,Cooking,19:25,20:07,42,2023-01-14
293,Walking,08:43,09:28,45,2023-04-19
319,Shopping,12:06,12:49,43,2023-06-10
263,Exercising,06:10,07:06,56,2023-06-02
247,Walking,06:39,06:57,18,2023-02-01
205,Exercising,05:30,06:22,52,2023-03-03
379,Walking,08:36,09:09,33,2023-03-13
220,Walking,07:03,07:18,15,2023-04-11
333,Cooking,17:12,17:23,11,2023-02-13
381,Relaxing,21:21,22:44,83,2023-02-11
91,Cooking,19:51,20:01,10,2023-04-08
390,Cooking,16:46,17:42,56,2023-02-04
326,Exercising,05:26,06:12,46,2023-03-18
319,Cleaning,10:38,11:04,26,2023-04-08
346,Cleaning,08:52,09:53,61,2023-04-04
448,Exercising,06:58,07:56,58,2023-01-11
392,Walking,07:22,07:38,16,2023-04-21
189,Cleaning,11:17,11:37,20,2023-02-03
313,Socializing,20:16,20:52,36,2023-01-14
398,Sleeping,22:04,04:04,360,2023-03-28
122,Sleeping,22:19,05:42,443,2023-01-25
67,Eating,12:21,12:50,29,2023-03-05
208,Shopping,11:01,12:06,65,2023-04-08
132,Working,08:52,11:26,154,2023-06-25
126,Sleeping,21:58,03:58,360,2023-02-20
165,Eating,10:55,11:12,17,2023-01-18
216,Eating,12:52,13:17,25,2023-02-03
3,Socializing,18:13,19:46,93,2023-02-16
168,Working,08:08,10:22,134,2023-04-23
251,Shopping,10:30,11:39,69,2023-03-08
81,Exercising,07:02,07:25,23,2023-01-20
407,Relaxing,17:53,19:00,67,2023-06-23
325,Eating,11:32,12:04,32,2023-01-10
335,Socializing,19:53,21:12,79,2023-03-08
194,Exercising,05:19,05:48,29,2023-06-01
118,Working,09:19,11:04,105,2023-06-06
107,Eating,15:00,15:33,33,2023-05-24
363,Working,10:06,12:15,129,2023-02-05
137,Eating,13:12,13:38,26,2023-05-12
218,Exercising,08:05,09:08,63,2023-01-01
272,Working,10:24,13:09,165,2023-04-24
252,Exercising,07:12,08:12,60,2023-04-11
351,Socializing,18:10,19:20,70,2023-01-23
172,Working,10:25,12:44,139,2023-02-07
239,Working,07:49,09:20,91,2023-06-28
136,Socializing,19:58,21:54,116,2023-01-11
109,Exercising,08:23,08:55,32,2023-04-12
78,Eating,13:27,13:55,28,2023-06-01
5,Socializing,20:04,22:29,145,2023-01-16
35,Shopping,12:08,12:58,50,2023-04-18
313,Relaxing,20:41,22:18,97,2023-03-03
328,Working,09:53,12:30,157,2023-06-20
29,Walking,08:10,08:35,25,2023-04-26
485,Sleeping,21:42,06:31,529,2023-02-12
68,Socializing,20:16,21:06,50,2023-06-25
402,Relaxing,21:13,21:28,15,2023-04-01
386,Shopping,10:21,11:08,47,2023-04-22
239,Socializing,18:48,20:23,95,2023-06-19
453,Shopping,12:23,13:50,87,2023-02-02
386,Working,08:42,11:19,157,2023-01-08
41,Socializing,18:19,19:16,57,2023-05-12
14,Walking,07:54,08:39,45,2023-02-04
493,Relaxing,19:13,19:34,21,2023-03-13
122,Exercising,07:49,08:23,34,2023-04-23
403,Shopping,12:23,13:22,59,2023-02-01
275,Cleaning,10:41,11:29,48,2023-06-25
293,Relaxing,20:53,22:05,72,2023-01-15
156,Working,09:30,10:55,85,2023-01-01
459,Cleaning,10:23,11:23,60,2023-04-10
255,Socializing,20:11,20:31,20,2023-03-30
479,Sleeping,21:35,03:35,360,2023-06-01
302,Exercising,06:52,07:23,31,2023-03-26
93,Exercising,05:07,05:23,16,2023-03-03
294,Walking,07:36,08:07,31,2023-02-25
399,Sleeping,22:06,04:33,387,2023-01-19
102,Walking,06:46,07:29,43,2023-05-26
225,Socializing,21:20,22:17,57,2023-02-23
275,Exercising,08:29,09:21,52,2023-03-18
366,Relaxing,18:07,18:47,40,2023-06-09
286,Sleeping,22:06,04:06,360,2023-05-18
292,Eating,12:48,13:14,26,2023-04-02
225,Walking,08:44,09:25,41,2023-02-28
381,Cleaning,11:57,12:39,42,2023-05-09
481,Shopping,11:21,11:59,38,2023-05-17
157,Socializing,19:55,21:15,80,2023-06-26
493,Shopping,10:04,11:17,73,2023-06-28
75,Working,10:00,11:13,73,2023-04-03
135,Relaxing,21:02,22:29,87,2023-03-31
223,Walking,07:42,08:24,42,2023-06-26
130,Exercising,08:06,09:01,55,2023-03-26
338,Exercising,08:28,09:20,52,2023-06-20
51,Exercising,06:17,06:59,42,2023-02-01
20,Working,08:46,11:30,164,2023-03-27
227,Eating,11:37,12:05,28,2023-02-04
353,Working,09:42,12:19,157,2023-02-01
287,Cooking,17:25,18:01,36,2023-05-26
38,Cleaning,10:15,11:42,87,2023-03-13
92,Relaxing,19:40,20:19,39,2023-05-12
480,Exercising,06:58,07:23,25,2023-04-20
78,Sleeping,22:59,05:45,406,2023-02-26
449,Sleeping,22:07,05:36,449,2023-06-13
33,Cooking,16:33,16:57,24,2023-05-30
30,Cleaning,10:33,11:05,32,2023-06-14
358,Working,08:55,11:37,162,2023-02-01
357,Shopping,10:20,11:05,45,2023-05-22
55,Sleeping,22:29,04:29,360,2023-04-05
410,Walking,09:21,10:06,45,2023-06-28
449,Relaxing,21:02,21:17,15,2023-01-05
330,Sleeping,23:17,06:41,444,2023-01-31
380,Walking,08:30,08:48,18,2023-03-30
174,Socializing,20:20,21:55,95,2023-05-08
472,Shopping,12:01,13:10,69,2023-03-17
427,Relaxing,19:58,21:40,102,2023-03-28
487,Relaxing,19:55,20:47,52,2023-02-03
464,Sleeping,22:06,04:27,381,2023-01-06
403,Shopping,11:41,12:44,63,2023-01-17
282,Cleaning,10:48,11:30,42,2023-02-13
432,Shopping,10:24,11:27,63,2023-06-05
247,Working,07:54,09:45,111,2023-04-26
170,Cleaning,10:05,11:35,90,2023-03-28
235,Cooking,19:21,19:52,31,2023-02-20
400,Shopping,12:50,13:51,61,2023-04-06
160,Eating,11:51,12:24,33,2023-01-05
313,Socializing,19:41,22:25,164,2023-05-24
290,Relaxing,20:55,22:06,71,2023-04-23
346,Cooking,18:22,18:53,31,2023-04-01
244,Socializing,17:47,20:15,148,2023-03-14
222,Socializing,18:49,20:17,88,2023-03-07
236,Working,07:41,09:43,122,2023-02-23
320,Sleeping,21:41,06:11,510,2023-01-17
356,Shopping,12:23,12:41,18,2023-05-04
271,Relaxing,18:39,19:18,39,2023-05-02
284,Walking,07:48,08:16,28,2023-05-03
45,Shopping,10:51,11:43,52,2023-04-06
490,Eating,11:33,12:08,35,2023-02-14
387,Cooking,19:27,20:04,37,2023-02-07
291,Cleaning,10:47,11:11,24,2023-06-29
478,Cooking,19:11,19:43,32,2023-03-10
86,Eating,14:49,15:07,18,2023-01-17
369,Shopping,10:32,11:40,68,2023-06-03
25,Cooking,18:50,19:10,20,2023-04-20
310,Cleaning,10:51,11:24,33,2023-03-16
100,Cooking,17:52,18:41,49,2023-01-18
59,Walking,08:28,08:48,20,2023-03-14
385,Cleaning,09:42,10:16,34,2023-04-02
254,Exercising,07:57,08:56,59,2023-04-06
219,Sleeping,21:48,04:26,398,2023-05-01
47,Exercising,05:42,06:23,41,2023-02-08
256,Walking,08:58,09:57,59,2023-06-28
325,Sleeping,22:35,05:23,408,2023-01-28
243,Walking,09:01,09:30,29,2023-02-16
150,Cleaning,10:40,11:08,28,2023-05-09
12,Socializing,18:25,19:34,69,2023-02-09
417,Shopping,12:04,12:34,30,2023-04-16
24,Cleaning,09:18,09:57,39,2023-04-15
11,Sleeping,23:05,06:32,447,2023-06-10
452,Relaxing,18:22,18:37,15,2023-03-30
222,Working,08:49,10:46,117,2023-02-23
481,Working,08:51,10:49,118,2023-03-25
206,Sleeping,23:00,06:02,422,2023-01-14
79,Cooking,18:01,18:38,37,2023-01-31
124,Shopping,09:39,10:16,37,2023-02-03
389,Relaxing,18:57,20:16,79,2023-06-11
295,Cleaning,10:12,10:42,30,2023-02-18
416,Exercising,07:00,08:21,81,2023-03-17
280,Socializing,18:36,19:45,69,2023-02-21
298,Cleaning,09:37,10:18,41,2023-02-02
305,Eating,14:08,14:45,37,2023-06-29
472,Socializing,20:10,21:25,75,2023-06-06
73,Working,08:27,11:51,204,2023-04-15
404,Working,08:20,08:50,30,2023-05-23
316,Relaxing,18:44,19:26,42,2023-02-03
245,Shopping,12:22,13:22,60,2023-04-05
413,Sleeping,22:39,05:46,427,2023-03-25
123,Exercising,06:59,07:41,42,2023-05-20
175,Walking,07:49,08:43,54,2023-05-23
330,Cooking,17:57,18:35,38,2023-02-03
188,Working,07:59,10:13,134,2023-01-19
315,Relaxing,19:18,20:41,83,2023-05-07
285,Sleeping,21:59,04:43,404,2023-02-17
339,Shopping,09:46,10:29,43,2023-04-15
389,Cooking,16:56,17:26,30,2023-06-02
486,Walking,09:20,10:27,67,2023-02-12
201,Exercising,07:32,08:27,55,2023-01-26
351,Cooking,17:23,17:51,28,2023-06-26
430,Working,09:28,11:14,106,2023-06-21
311,Cleaning,10:40,11:01,21,2023-06-15
132,Relaxing,20:08,20:34,26,2023-03-16
454,Relaxing,19:40,20:50,70,2023-03-30
8,Exercising,07:44,08:19,35,2023-01-20
293,Cooking,17:48,18:23,35,2023-04-04
170,Exercising,08:09,08:38,29,2023-05-04
55,Sleeping,21:42,05:09,447,2023-01-25
296,Exercising,06:36,07:11,35,2023-06-18
232,Relaxing,20:52,21:44,52,2023-01-27
19,Cooking,18:45,19:54,69,2023-03-15
216,Walking,08:58,09:19,21,2023-04-30
429,Exercising,07:01,07:16,15,2023-03-23
431,Walking,09:05,09:46,41,2023-06-11
470,Walking,06:06,06:36,30,2023-03-30
379,Cooking,19:11,19:54,43,2023-03-28
249,Walking,06:35,07:22,47,2023-03-27
130,Exercising,07:51,08:19,28,2023-05-21
130,Walking,09:13,09:52,39,2023-06-26
104,Walking,09:13,09:23,10,2023-04-16
79,Socializing,18:56,20:42,106,2023-04-07
108,Cleaning,09:14,10:25,71,2023-03-31
101,Socializing,17:57,19:46,109,2023-05-09
88,Shopping,10:27,10:42,15,2023-03-15
120,Walking,09:50,10:24,34,2023-05-28
127,Exercising,08:26,09:14,48,2023-03-02
447,Cleaning,08:30,09:08,38,2023-02-10
27,Eating,14:28,14:57,29,2023-06-14
422,Walking,07:14,07:52,38,2023-04-19
469,Shopping,10:47,11:47,60,2023-05-07
174,Relaxing,21:05,21:46,41,2023-01-14
185,Relaxing,19:29,20:00,31,2023-03-13
133,Working,07:51,09:47,116,2023-06-12
166,Cleaning,08:45,10:09,84,2023-03-26
247,Exercising,06:20,06:56,36,2023-03-10
156,Eating,13:35,13:48,13,2023-05-13
26,Eating,13:01,13:32,31,2023-03-14
218,Exercising,08:22,08:58,36,2023-05-23
277,Cleaning,09:16,10:46,90,2023-03-28
461,Cleaning,07:37,08:21,44,2023-01-25
18,Cleaning,10:33,10:43,10,2023-04-01
144,Shopping,11:26,12:09,43,2023-03-08
105,Walking,06:56,07:17,21,2023-05-24
489,Exercising,07:56,08:40,44,2023-06-29
124,Cleaning,08:07,08:17,10,2023-06-30
283,Shopping,11:26,12:39,73,2023-06-11
425,Working,09:24,11:59,155,2023-05-29
102,Socializing,17:44,19:53,129,2023-06-17
309,Exercising,06:16,06:48,32,2023-03-15
341,Sleeping,21:53,04:28,395,2023-05-20
466,Relaxing,20:45,21:57,72,2023-03-01
342,Relaxing,18:52,19:33,41,2023-06-09
476,Walking,09:05,10:05,60,2023-03-05
284,Sleeping,22:41,06:45,484,2023-04-11
388,Walking,07:20,08:14,54,2023-01-17
226,Shopping,11:50,12:11,21,2023-04-21
267,Relaxing,19:09,19:24,15,2023-03-21
33,Walking,06:56,07:26,30,2023-01-13
424,Cooking,17:15,18:04,49,2023-03-21
469,Relaxing,19:04,20:21,77,2023-02-19
358,Socializing,18:59,20:44,105,2023-01-04
106,Working,11:11,12:56,105,2023-05-15
326,Working,07:55,09:28,93,2023-04-09
204,Shopping,08:58,09:35,37,2023-02-13
266,Eating,12:01,12:30,29,2023-01-18
75,Relaxing,20:53,21:52,59,2023-04-28
262,Walking,09:47,10:23,36,2023-04-06
283,Socializing,18:32,20:16,104,2023-02-23
465,Eating,13:39,14:10,31,2023-06-27
46,Walking,07:28,08:01,33,2023-05-19
126,Sleeping,22:25,06:01,456,2023-05-20
498,Exercising,08:28,09:43,75,2023-05-31
320,Relaxing,19:24,20:06,42,2023-03-02
367,Exercising,08:51,09:34,43,2023-01-28
58,Working,09:49,12:31,162,2023-02-01
52,Sleeping,23:30,07:13,463,2023-01-18
130,Eating,13:31,13:48,17,2023-06-07
18,Cleaning,10:34,10:44,10,2023-04-10
109,Walking,09:58,10:21,23,2023-03-25
472,Eating,13:04,13:14,10,2023-03-09
49,Cleaning,09:42,10:45,63,2023-03-26
468,Sleeping,21:50,05:26,456,2023-02-06
271,Relaxing,18:48,19:25,37,2023-04-09
119,Eating,11:57,12:12,15,2023-01-27
441,Shopping,11:40,12:14,34,2023-05-28
500,Walking,06:18,07:22,64,2023-02-08
234,Relaxing,18:57,19:12,15,2023-06-05
233,Cooking,16:31,17:09,38,2023-03-20
351,Sleeping,22:25,06:13,468,2023-01-05
408,Socializing,18:20,19:07,47,2023-03-15
236,Working,08:05,10:13,128,2023-02-28
405,Relaxing,20:23,21:45,82,2023-06-07
221,Eating,13:12,13:34,22,2023-03-23
496,Working,07:34,08:49,75,2023-04-04
499,Eating,14:04,14:14,10,2023-01-13
3,Sleeping,22:20,04:20,360,2023-05-16
476,Walking,08:59,09:30,31,2023-02-06
448,Sleeping,23:11,05:14,363,2023-02-08
69,Socializing,20:20,21:12,52,2023-03-18
47,Cooking,18:12,19:15,63,2023-05-22
324,Cleaning,08:32,09:28,56,2023-05-02
240,Cleaning,10:42,10:52,10,2023-02-25
460,Shopping,09:41,10:23,42,2023-05-11
325,Exercising,06:49,07:32,43,2023-05-08
312,Cleaning,11:16,11:51,35,2023-05-02
301,Relaxing,18:31,19:28,57,2023-06-11
297,Exercising,05:59,06:32,33,2023-06-02
64,Working,08:15,10:12,117,2023-04-26
34,Eating,13:23,13:36,13,2023-04-17
293,Eating,12:39,13:11,32,2023-02-15
51,Shopping,10:24,11:25,61,2023-03-18
90,Walking,06:59,07:49,50,2023-04-18
317,Shopping,10:16,11:02,46,2023-03-22
472,Working,08:43,10:40,117,2023-05-22
273,Sleeping,22:07,04:07,360,2023-03-22
106,Socializing,20:03,21:10,67,2023-03-08
73,Cooking,15:47,16:09,22,2023-02-20
231,Socializing,19:13,20:25,72,2023-03-28
232,Working,09:52,12:27,155,2023-01-09
76,Relaxing,21:30,22:14,44,2023-01-19
306,Eating,12:08,12:23,15,2023-04-09
332,Exercising,06:30,07:18,48,2023-04-18
236,Walking,07:03,07:29,26,2023-01-22
93,Relaxing,18:34,19:53,79,2023-06-23
280,Working,07:43,09:14,91,2023-03-15
338,Exercising,07:56,08:27,31,2023-03-30
221,Cooking,17:52,18:26,34,2023-01-10
78,Walking,08:10,08:27,17,2023-05-13
297,Relaxing,18:55,20:09,74,2023-02-06
213,Socializing,18:37,20:52,135,2023-01-19
5,Shopping,11:33,11:58,25,2023-03-26
494,Eating,13:28,14:06,38,2023-01-18
20,Eating,13:13,13:37,24,2023-03-16
387,Cleaning,10:53,11:20,27,2023-02-10
331,Cleaning,10:42,10:52,10,2023-01-13
370,Shopping,12:07,12:34,27,2023-01-17
287,Cleaning,08:57,09:48,51,2023-01-29
394,Shopping,11:28,12:09,41,2023-05-25
55,Walking,08:12,08:51,39,2023-04-02
97,Cleaning,11:09,11:53,44,2023-03-07
321,Walking,08:42,09:28,46,2023-03-31
22,Socializing,18:51,19:13,22,2023-04-24
47,Cooking,18:02,18:33,31,2023-05-21
364,Socializing,18:42,19:11,29,2023-01-13
354,Working,09:27,10:59,92,2023-03-06
348,Sleeping,21:54,04:13,379,2023-01-14
172,Relaxing,21:06,22:11,65,2023-01-15
220,Relaxing,19:23,19:41,18,2023-05-24
491,Cooking,18:59,19:40,41,2023-04-06
206,Walking,08:24,08:34,10,2023-04-18
484,Walking,08:37,09:18,41,2023-03-21
494,Relaxing,19:38,20:28,50,2023-01-13
269,Relaxing,19:17,19:35,18,2023-06-14
16,Walking,09:08,10:04,56,2023-03-30
479,Socializing,17:30,18:01,31,2023-05-09
395,Relaxing,21:51,22:25,34,2023-06-27
179,Exercising,06:44,07:36,52,2023-02-27
466,Exercising,08:02,08:26,24,2023-03-21
157,Exercising,07:54,08:47,53,2023-04-03
343,Sleeping,22:51,05:59,428,2023-06-29
61,Walking,07:55,08:24,29,2023-04-22
146,Eating,10:53,11:07,14,2023-01-05
221,Walking,07:36,08:23,47,2023-06-06
75,Shopping,12:47,13:49,62,2023-04-12
300,Shopping,11:45,12:52,67,2023-05-07
450,Socializing,18:18,19:06,48,2023-05-13
89,Walking,07:16,07:54,38,2023-05-31
258,Eating,12:55,13:23,28,2023-06-28
26,Sleeping,23:17,07:42,505,2023-02-07
385,Cleaning,10:20,11:10,50,2023-04-03
413,Eating,12:35,12:52,17,2023-06-29
291,Eating,14:14,14:29,15,2023-01-12
230,Relaxing,18:32,20:04,92,2023-06-15
122,Walking,10:19,10:58,39,2023-03-03
60,Cooking,19:08,19:49,41,2023-06-12
423,Exercising,07:08,08:07,59,2023-01-05
496,Working,08:19,09:42,83,2023-01-14
471,Walking,08:39,09:27,48,2023-01-13
434,Shopping,11:46,13:03,77,2023-04-20
408,Walking,07:23,08:04,41,2023-04-08
467,Sleeping,22:07,05:44,457,2023-04-28
395,Relaxing,21:50,23:50,120,2023-01-22
265,Socializing,19:30,21:01,91,2023-06-25
180,Sleeping,23:11,06:49,458,2023-05-04
295,Exercising,07:16,08:07,51,2023-01-01
169,Eating,13:51,14:24,33,2023-05-16
369,Eating,11:38,12:05,27,2023-03-11
130,Working,09:52,13:15,203,2023-06-02
14,Shopping,10:28,10:58,30,2023-05-02
139,Exercising,06:38,07:11,33,2023-01-01
209,Walking,08:20,08:38,18,2023-04-19
387,Socializing,19:51,21:38,107,2023-02-15
393,Cooking,16:35,17:13,38,2023-02-01
342,Sleeping,22:05,05:37,452,2023-04-27
238,Socializing,19:16,20:17,61,2023-01-24
213,Cleaning,10:02,10:29,27,2023-06-19
114,Sleeping,21:25,03:25,360,2023-01-08
46,Cleaning,08:32,09:22,50,2023-06-22
452,Exercising,05:26,06:34,68,2023-06-29
71,Relaxing,19:03,19:42,39,2023-03-24
6,Cleaning,10:52,11:51,59,2023-04-22
143,Sleeping,21:53,03:53,360,2023-01-12
23,Cooking,17:30,18:17,47,2023-04-23
67,Relaxing,19:46,20:31,45,2023-01-28
248,Shopping,09:38,10:17,39,2023-01-13
483,Sleeping,22:19,06:43,504,2023-06-06
376,Eating,11:51,12:29,38,2023-04-09
331,Cooking,19:27,20:18,51,2023-04-16
366,Walking,07:26,08:08,42,2023-03-04
228,Shopping,11:07,12:15,68,2023-01-22
142,Working,10:07,11:13,66,2023-01-05
147,Cleaning,12:14,13:25,71,2023-01-21
471,Shopping,11:46,12:33,47,2023-02-17
80,Shopping,11:01,11:40,39,2023-05-28
282,Cooking,19:00,19:30,30,2023-05-26
494,Eating,12:48,13:13,25,2023-01-21
156,Relaxing,20:55,22:08,73,2023-06-17
324,Sleeping,22:14,04:48,394,2023-06-16
289,Socializing,18:04,20:04,120,2023-03-02
34,Sleeping,21:42,04:54,432,2023-06-14
496,Eating,12:01,12:29,28,2023-03-23
285,Exercising,07:14,08:04,50,2023-04-08
381,Eating,13:48,14:25,37,2023-05-12
19,Sleeping,23:00,06:36,456,2023-04-23
304,Sleeping,23:19,05:19,360,2023-06-04
375,Working,07:44,10:46,182,2023-04-23
213,Exercising,06:48,07:27,39,2023-06-30
136,Shopping,10:50,11:17,27,2023-03-19
426,Shopping,11:42,12:40,58,2023-02-14
409,Relaxing,19:10,19:33,23,2023-05-22
65,Exercising,07:43,08:46,63,2023-03-30
135,Socializing,18:34,19:58,84,2023-05-09
272,Relaxing,21:00,21:47,47,2023-05-31
54,Exercising,06:21,07:20,59,2023-05-23
28,Sleeping,22:20,05:28,428,2023-06-12
77,Eating,13:28,13:53,25,2023-06-01
137,Working,08:30,10:23,113,2023-03-06
132,Shopping,11:10,11:50,40,2023-06-17
369,Eating,12:20,12:41,21,2023-04-26
143,Walking,08:33,09:09,36,2023-04-16
478,Working,10:03,12:11,128,2023-01-14
363,Eating,14:04,14:23,19,2023-06-21
473,Shopping,11:32,11:47,15,2023-03-22
224,Shopping,10:33,11:48,75,2023-03-21
357,Cleaning,09:08,10:23,75,2023-04-23
392,Exercising,07:24,07:56,32,2023-01-31
268,Exercising,08:13,08:46,33,2023-06-07
440,Sleeping,22:30,05:14,404,2023-03-07
90,Sleeping,21:41,05:53,492,2023-03-15
5,Walking,08:29,09:18,49,2023-05-31
37,Shopping,10:54,11:15,21,2023-01-09
222,Sleeping,23:26,05:26,360,2023-06-19
132,Eating,13:19,13:51,32,2023-04-14
88,Cooking,17:04,17:14,10,2023-06-02
203,Cleaning,11:20,11:56,36,2023-01-04
477,Cooking,16:51,17:02,11,2023-03-10
289,Socializing,17:52,18:13,21,2023-03-17
137,Sleeping,23:17,07:59,522,2023-02-25
392,Exercising,07:10,07:36,26,2023-02-27
449,Walking,10:27,10:40,13,2023-05-06
78,Eating,13:25,13:56,31,2023-01-03
447,Exercising,05:59,07:16,77,2023-02-24
459,Socializing,19:27,21:15,108,2023-05-11
258,Exercising,06:53,07:39,46,2023-06-19
114,Shopping,09:36,10:55,79,2023-01-15
